Landmark,RL,AP,SI
Max angle:,54.3243217015,TrXFiducials035#,
T1L*@#,0.223596,0.178306,0.809965
T1R*@#,0.436839,0.0875906,0.670019
T2L*@#,0.169505,0.143652,0.730434
T2R*@#,0.382747,0.0529366,0.590489
T3L*@#,0.115413,0.108998,0.650899
T3R*@#,0.328656,0.0182828,0.510956
T4L*@#,0.0735613,0.0610508,0.581999
T4R*@#,0.262325,-0.0030775,0.420796
T5L*@#,0.0142098,0.0284196,0.522419
T5R*@#,0.20461,-0.0207863,0.326523
T6L*@#,-0.044585,-0.0175385,0.452712
T6R*@#,0.127158,-0.0360011,0.238205
T7L*@#,-0.0922931,-0.0654869,0.365688
T7R*@#,0.0651455,-0.0355582,0.167608
T8L*@#,-0.169821,-0.116663,0.264578
T8R*@#,0.00384564,-0.0405977,0.0988134
T9L*@#,-0.226456,-0.150244,0.155201
T9R*@#,-0.0463162,-0.0467205,0.0313693
T10L*@#,-0.281029,-0.14531,0.023243
T10R*@#,-0.0825811,-0.0333728,-0.0370118
T11L*@#,-0.273918,-0.168406,-0.120084
T11R*@#,-0.115021,-0.0264485,-0.123374
T12L*@#,-0.272109,-0.144398,-0.27778
T12R*@#,-0.111804,-0.0398706,-0.246446
L1L*@#,-0.27455,-0.127279,-0.442323
L1R*@#,-0.0674042,0.016245,-0.358599
L2L*@#,-0.236641,-0.0761923,-0.597096
L2R*@#,-0.00390782,0.0496448,-0.493697
L3L*@#,-0.196208,-0.0155975,-0.746297
L3R*@#,0.0728043,0.103424,-0.635754
L4L*@#,-0.151899,0.0488648,-0.875767
L4R*@#,0.102734,0.135846,-0.762041
L5L*@#,-0.122474,0.0965949,-1.0
L5R*@#,0.185864,0.179695,-0.895636
Max angle:,24.8695914794,TrXFiducials036#,
T1L*@#,-0.120271,0.190908,0.832988
T1R*@#,0.1977,0.172373,0.812775
T2L*@#,-0.101196,0.123794,0.754741
T2R*@#,0.165474,0.119365,0.730559
T3L*@#,-0.106055,0.0790815,0.66094
T3R*@#,0.139707,0.0735551,0.647401
T4L*@#,-0.0998152,0.0321759,0.585406
T4R*@#,0.138323,0.0320689,0.574545
T5L*@#,-0.107291,-0.00974035,0.488352
T5L*@#,0.14238,-0.0153891,0.48375
T6L*@#,-0.112565,-0.0387331,0.392611
T6R*@#,0.147158,-0.0536821,0.376025
T7L*@#,-0.113634,-0.060679,0.277948
T7R*@#,0.139134,-0.0767507,0.257486
T8L*@#,-0.116741,-0.0657039,0.154542
T8R*@#,0.124367,-0.0797856,0.146579
T9L*@#,-0.119303,-0.0637961,0.0350967
T9R*@#,0.117386,-0.0749794,0.0349155
T10L*@#,-0.111895,-0.0561756,-0.0698599
T10R*@#,0.0981168,-0.0689224,-0.0685758
T11L*@#,-0.105949,-0.0415113,-0.164608
T11R*@#,0.084244,-0.0534011,-0.170698
T12L*@#,-0.0776524,-0.0330622,-0.295236
T12R*@#,0.0720217,-0.0464061,-0.307257
L1L*@#,-0.160311,-0.0284419,-0.426184
L1R*@#,0.138428,-0.0469447,-0.4438
L2L*@#,-0.187216,-0.0232098,-0.554256
L2R*@#,0.147415,-0.0477478,-0.573977
L3L*@#,-0.212682,-0.000336035,-0.710181
L3R*@#,0.155025,-0.0104718,-0.735088
L4L*@#,-0.202237,0.0304538,-0.856848
L4R*@#,0.118299,0.0295194,-0.87419
L5L*@#,-0.202885,0.0580056,-1.0
L5R*@#,0.132518,0.0545677,-0.995914
Max angle:,34.217093546,TrXFiducials037#,
T1L*@#,-0.0824748,0.0766268,0.79361
T1R*@#,0.245692,0.0432608,0.874573
T2L*@#,-0.0579603,0.00615667,0.721265
T2R*@#,0.228723,-0.0418401,0.807122
T3L*@#,-0.0399027,-0.0532645,0.656957
T3R*@#,0.225161,-0.120923,0.707388
T4L*@#,-0.0253137,-0.0941149,0.577973
T4R*@#,0.214371,-0.177795,0.59264
T5L*@#,-0.0282098,-0.130578,0.498972
T5R*@#,0.200873,-0.218507,0.459767
T6L*@#,-0.0470008,-0.144429,0.403114
T6R*@#,0.175918,-0.220957,0.305145
T7L*@#,-0.0896383,-0.151749,0.302834
T7R*@#,0.133599,-0.181431,0.172819
T8L*@#,-0.145898,-0.134045,0.201606
T8R*@#,0.0798624,-0.124707,0.0806194
T9L*@#,-0.202453,-0.112159,0.080489
T9R*@#,0.0409327,-0.0675372,-0.00877388
T10L*@#,-0.231192,-0.0719373,-0.0578498
T10R*@#,0.0223485,-0.0100224,-0.100835
T11L*@#,-0.239575,-0.0156025,-0.202671
T11R*@#,0.00505204,0.0349036,-0.193513
T12L*@#,-0.248261,0.0193145,-0.320383
T12R*@#,0.0133023,0.0859476,-0.286521
L1L*@#,-0.240102,0.073623,-0.466905
L1R*@#,0.0746307,0.134297,-0.409226
L2L*@#,-0.213695,0.134761,-0.579754
L2R*@#,0.120818,0.16896,-0.531903
L3L*@#,-0.183129,0.171868,-0.717101
L3R*@#,0.161639,0.201552,-0.67304
L4L*@#,-0.149301,0.226172,-0.869464
L4R*@#,0.185161,0.225229,-0.836273
L5L*@#,-0.105465,0.246626,-1.0
L5R*@#,0.201486,0.222309,-0.982691
Max angle:,12.6025105844,TrXFiducials038#,
T1L*@#,-0.154723,0.00341723,0.832216
T1R*@#,0.136742,0.00859658,0.837252
T2L*@#,-0.142208,-0.017269,0.737037
T2R*@#,0.128029,0.00491954,0.752624
T3L*@#,-0.119303,-0.0241021,0.634396
T3R*@#,0.129614,-0.00474445,0.666358
T4L*@#,-0.115139,-0.0236218,0.529482
T4R*@#,0.129885,-0.0167758,0.574353
