Input sample #,Resulting output
240,-0.002568058659568702
241,-0.005136146143572079
242,-0.007704556521021696
243,-0.01027304172317534
244,-0.007705637388832155
245,-0.01027448275117294
246,-0.012844420481923717
247,-0.015415268276862449
248,-0.017988273794017993
249,-0.020563483955359004
250,-0.023142375054354677
251,-0.023152863504357423
252,-0.023163345465646287
253,-0.02317382092696778
254,-0.02060811112196255
255,-0.018407175332077533
256,-0.012887763928666945
257,-0.007733799879644589
258,0.0
259,0.005525219136749972
260,0.010682307080870847
261,0.014367228151262387
262,0.016949595531648695
263,0.019534952667603144
264,0.021021354680112844
265,0.023615520800436784
266,0.023632331235623808
267,0.021064606662961526
268,0.017003128140076516
269,0.011835457696061261
270,0.009250795375814238
271,0.009251923497046666
272,0.011840272966315176
273,0.014430283507086267
274,0.011845365714684154
275,0.011847463175055167
276,0.009260741529118518
277,0.006672488707381224
278,0.006673006146916375
279,0.00926316219624019
280,0.006674420956918759
281,0.0014952742430205707
282,0.0
283,-0.002936727947631007
284,-0.005526750260068112
285,-0.002589862209947647
286,-0.005526895403920593
287,-0.0055270301905936455
288,-0.008116967694759858
289,-0.01588738615380544
290,-0.015542463786044873
291,-0.018136628458986254
292,-0.015549724547406281
293,-0.012960830974336635
294,-0.01555493194435171
295,-0.018151170618854653
296,-0.020749579050124405
297,-0.02594607003825872
298,-0.023364414213031134
299,-0.023713107758399257
300,-0.023721339000606665
301,-0.021130456967339208
302,-0.018199821522418003
303,-0.015603868297102273
304,-0.013005938327980412
305,-0.007804691107533396
306,0.0
307,0.006714875482301318
308,0.013430784797035241
309,0.019729019270269862
310,0.022340020151892848
311,0.02235123260939469
312,0.02127552790967891
313,0.0186811464718385
314,0.01977553247012253
315,0.01978349010180829
316,0.01979144470786175
317,0.019799396281920997
318,0.018724610235739018
319,0.01873358807024221
320,0.013516476048737276
321,0.014601140064316065
322,0.011990386034583349
323,0.011992467726932495
324,0.011994549181968411
325,0.01353271429236692
326,0.014615535893117568
327,0.01200268715245945
328,0.0056939699641624705
329,0.0004614089687075592
330,-0.005541528793230186
331,-0.00815821101032923
332,-0.008158514523180092
333,-0.0055421204283588425
334,-0.00815897333370055
335,-0.010776306716442533
336,-0.010776962746452675
337,-0.010777618664018152
338,-0.013395586644600662
339,-0.01339686215635788
340,-0.008162261119191265
341,-0.010780670680723232
342,-0.010781325962219233
343,-0.013400212898889964
344,-0.016020122957999663
345,-0.021260307758989457
346,-0.023885544381834396
347,-0.021272991741646246
348,-0.021278556292146616
349,-0.023906287766710464
350,-0.023914366148444985
351,-0.021298304463223616
352,-0.02130385268402544
353,-0.016057954990741988
354,-0.008181699892381256
355,-0.002929608923949483
356,0.0004708043859993074
357,0.003096980080659586
358,0.00572354940738439
359,0.00835059125122975
360,0.010978810972832327
361,0.016235271706840047
362,0.016241496302648213
363,0.0162477200016679
364,0.016253942800253402
365,0.01100071040075954
366,0.011003273523264405
367,0.008375234761109414
368,0.011007518331088088
369,0.01364092406512065
370,0.016276735443060006
371,0.013650571273928352
372,0.013654692970471278
373,0.01102575010094532
374,0.011028312976504664
375,0.01103087582445016
376,0.008398978797973045
377,0.00840043684204791
378,0.005767205257567411
379,0.0004982019349884903
380,-0.0029199494223208244
381,-0.0055549962899283595
382,-0.005555130032022473
383,-0.002634904968651103
384,-0.0026349188395999217
385,-0.007904966766980933
386,-0.01054023020856955
387,-0.013176565989253056
388,-0.01054250467250668
389,-0.01317940871307714
390,-0.01054477833170787
391,-0.013182250430698468
392,-0.01582057677842988
393,-0.018460999795618764
394,-0.021103522113750744
395,-0.018471953163713858
396,-0.015837026111736992
397,-0.013200180323248711
398,-0.013201908739458711
399,-0.015844161330173696
400,-0.013206124551691558
401,-0.01056614609199492
402,-0.005283515075736028
403,0.004218855741773402
404,0.012144593983971705
405,0.02007348742779205
406,0.0200813266191186
407,0.020089162550616976
408,0.0174519199221872
409,0.014811834008703052
410,0.014815274488244056
411,0.009525513302261824
412,0.009526625790557502
413,0.009527738206861588
414,0.015090275347434796
415,0.01217815744802482
416,0.012446264475338111
417,0.012447451084115114
418,0.009799986388330703
419,0.009800540582472603
420,0.007152250649543043
421,0.009801379116029102
422,0.015100250968983901
423,0.017752066440844552
424,0.015105471913969952
425,0.012457165308365067
426,0.00980745707498806
427,0.007157089258817693
428,0.004506100426028306
429,0.0045061464451965835
430,0.0045061924629659755
431,0.004506238479336469
432,0.007157589330598357
433,0.004506403129722371
434,0.0018551517441301754
435,0.0018551566824098634
436,0.004506463412749322
437,0.0045065094208820225
438,0.004506555427615721
439,0.0045066014329504045
440,0.0018552309594036186
441,-0.004243835186153518
442,-0.009547085588912225
443,-0.014851594736126796
444,-0.017507059117527445
445,-0.022818148707293602
446,-0.025483288918851817
447,-0.028153387044440235
448,-0.02817299994978998
449,-0.02553401800310915
450,-0.02022858962635761
451,-0.014914326940628891
452,-0.012256056989544323
453,-0.009596409495303548
454,-0.00959751725401324
455,-0.006936140953734604
456,-0.004274266009576484
457,0.0018565442332881311
458,0.007181662758932996
459,0.0071818622063972125
460,0.007182061638826066
461,0.004274967526510994
462,0.004275150333325033
463,0.004275333141274138
464,0.006938374385709361
465,0.009602093701678315
466,0.014929719588624615
467,0.01759672375056085
468,0.017602015206383256
469,0.0176073049749622
470,0.01761259305388001
471,0.01761787944072173
472,0.020290485447559473
473,0.020298231659580928
474,0.020305974446897856
475,0.017643743361056043
476,0.014978714524423557
477,0.012310974319428684
478,0.00964186609512176
479,0.009642970669225207
480,0.006972138645199145
481,0.004300811962315026
482,0.001628996235978715
483,0.0
484,-0.002671959352072753
485,0.0
486,0.0
487,-0.005343945785332458
488,-0.008016252173355193
489,-0.013360915614876264
490,-0.01603492439586446
491,-0.018710993868850112
492,-0.02138910182425714
493,-0.018721694514280317
494,-0.0214013254847514
495,-0.018732383982921846
496,-0.021413536362996272
497,-0.024098173940646235
498,-0.018750710580948134
499,-0.013396716046421406
500,-0.010718582937287354
501,-0.0026798612434361137
502,0.0016413137931184912
503,0.004321289492853564
504,0.007001363018404674
505,0.007001874476573534
506,0.004322245428210339
507,0.0016421274596833397
508,0.0016421631225534488
509,0.0070027470424488085
510,0.007003258465994908
511,0.009684465575340227
512,0.01236614111237858
513,0.01504943690408057
514,0.015052825796181949
515,0.015056213915818802
516,0.015059601262130302
517,0.020429127380092938
518,0.023120584460542642
519,0.02850146907808012
520,0.028520762408611837
521,0.02854003742218205
522,0.028559294072573307
523,0.02319528438766183
524,0.017820574523951763
525,0.015132572645098177
526,0.012441886556511957
527,0.015138307517312242
528,0.00975224172156474
529,0.004363345074819074
530,0.0016684827674651242
531,0.0
532,-0.0026950050356209444
533,0.0
534,0.0016685396365986186
535,0.0016685757271743312
536,0.0
537,-0.005390088179172562
538,-0.01617058430570232
539,-0.018869211644149106
540,-0.02426623931689282
541,-0.02697307951609915
542,-0.02968519231330987
543,-0.03510233585571933
544,-0.037836579480613086
545,-0.03516526386037019
546,-0.032487864869797475
547,-0.027092235632167956
548,-0.021684337439723825
549,-0.018979870388391995
550,-0.016272182150571465
551,-0.013562693933445641
552,-0.010851331689179091
553,-0.0054260866652037845
554,0.0016968411885991484
555,0.007123095386775507
556,0.0071236034901663225
557,0.007124111578234768
558,0.007124619650970271
559,0.0071251277083622605
560,0.007125635750400165
561,0.009840165361576511
562,0.01526938584557616
563,0.017987099893534832
564,0.020707642564133804
565,0.020715193876658947
566,0.020722741463222887
567,0.023447893694587704
568,0.023458472747466715
569,0.023469044932648075
570,0.02075875896950024
571,0.018044230628467633
572,0.015327007367380373
573,0.009884292022639308
574,0.007161967935951135
575,0.007162474835173745
576,0.004439556092981643
577,0.0
578,-0.00544707049681617
579,-0.0054471748493306864
580,-0.008171093109411973
581,-0.0054475139819556775
582,-0.005447618316646148
583,-0.0027238613235711926
584,-0.005447748728717838
585,-0.01089570610794207
586,-0.013620850190163817
587,-0.0163467667698764
588,-0.016349582277174826
589,-0.016352396764315547
590,-0.013629516314651627
591,-0.013631143949838416
592,-0.016359116012808345
593,-0.016361927039764516
594,-0.01909236777610588
595,-0.01636856045221955
596,-0.013642981330095718
597,-0.010915544731615141
598,-0.00818745673434117
599,-0.0027292109208141317
600,-0.002729223907597816
601,-0.002729236894249829
602,-0.0027292498807701695
603,-0.002729262867158836
604,-0.0027292758534158273
605,0.0
606,0.0017252072917453782
607,0.004454601259985425
608,0.007184085924748786
609,0.012643549305378794
610,0.01264554096118227
611,0.015377856288295945
612,0.018111620668572963
613,0.023579297667839054
614,0.02632231897594031
615,0.031803549552695994
616,0.03729864660401653
617,0.04368469994211033
618,0.043747722822994856
619,0.03744179658714685
620,0.03198385326626313
621,0.026508686415382662
622,0.02102073704342116
623,0.01827611220240846
624,0.012776198345608836
625,0.007272542612771998
626,0.0
627,-0.005505866668944167
628,-0.011011937204243618
629,-0.011012752635319584
630,-0.00826035216383176
631,-0.008260696079884621
632,-0.01101448497541413
633,-0.013769301216097006
634,-0.019279179426207063
635,-0.022038136288000807
636,-0.02204465011204132
637,-0.024807730881999893
638,-0.02757424069255878
639,-0.030345804936095684
640,-0.033122734495632265
641,-0.030382743808103622
642,-0.033162979274027886
643,-0.027654001238544616
644,-0.02213328827096919
645,-0.019372447161731504
646,-0.019376764578141838
647,-0.01938107971508326
648,-0.016615898858862332
649,-0.013849021694941826
650,-0.008310426120406174
651,-0.002770195977675716
652,0.0017946621611166968
653,0.004564979146522768
654,0.0017948299741171402
655,0.004565213675436295
656,0.0017949977908413822
657,0.007335745700474655
658,0.01010689822436198
659,0.012878470931910965
660,0.018422445399127824
661,0.021199259873709863
662,0.026751493521667308
663,0.029538905497126473
664,0.03233225125439346
665,0.03513355940853459
666,0.03794149516789974
667,0.03519724462123579
668,0.0324420296979999
669,0.02689420681893918
670,0.021333926955638828
671,0.015765529148698606
672,0.010192192026708092
673,0.004616172987577478
674,0.0
675,-0.005577061993746039
676,-0.011154321688813086
677,-0.013944069055447636
678,-0.011156347848937272
679,-0.013946601337164683
680,-0.01673755962710302
681,-0.01674022604124248
682,-0.019533551874314402
683,-0.025119955368707078
684,-0.022336679002472392
685,-0.019550290755019385
686,-0.016760857451665542
687,-0.013969774224545501
688,-0.016765358969237684
689,-0.01676801419744355
690,-0.016770668353170308
691,-0.016773321436142276
692,-0.01677597344608461
693,-0.013982365957596195
694,-0.008390411297879662
695,-0.005593708973373057
696,-0.0027969035394445813
697,-0.005593831604163466
698,-0.008391073561984461
699,-0.005594150428613463
700,-0.0027971242571214416
701,-0.0055942730345453755
702,-0.0027971855573252396
703,0.0
704,0.0018416950280715208
705,0.0046390034908385756
706,0.007436391743905568
707,0.007436888274684963
708,0.01583006125624902
709,0.0158332443442595
710,0.02143325808956586
711,0.0326369577128823
712,0.041988553271564005
713,0.0504494038270068
714,0.05615152305080112
715,0.053450311587887336
716,0.050727509854930256
717,0.04516735904732205
718,0.035802270967793
719,0.027346941014623795
720,0.02170221711311711
721,0.016049652703990447
722,0.004731734891570934
723,-0.0028302802587178502
724,-0.011321168544464223
725,-0.014152592012060166
726,-0.011323116220395873
727,-0.014155026177359663
728,-0.011325062951682134
729,-0.01415745916173887
730,-0.014158942154791599
731,-0.016992292148993615
732,-0.014162558898897478
733,-0.016996630899994238
734,-0.019832569708180446
735,-0.019836631907281334
736,-0.025509408982694333
737,-0.028353167856848206
738,-0.028364985485492697
739,-0.02553929173612978
740,-0.02270907089307545
741,-0.019875895309034407
742,-0.022719714777388274
743,-0.025566635895569546
744,-0.022733353061255002
745,-0.025581967286842637
746,-0.02274696760305866
747,-0.014220787543976168
748,-0.00853342378528042
749,-0.005689038591902378
750,-0.0028445661251725153
751,-0.005689155663825495
752,-0.002844624658308581
753,-0.002844636364342427
754,0.0019250073056119327
755,0.007614369224611896
756,0.010459814252621782
757,0.01330563291657192
758,0.0189980660343704
759,0.027540624708950114
760,0.03609537439646524
761,0.045637871943173626
762,0.051398644526223274
763,0.05147900297635242
764,0.048699489633348594
765,0.045904201410756046
766,0.039241708480605944
767,0.033536523878426795
768,0.0278159563770983
769,0.016338859823342284
770,0.007723002099448201
771,-0.0028730087477531058
772,-0.011492080417325752
773,-0.017239210843820026
774,-0.022988884454793315
775,-0.02586921600425863
776,-0.023002043504278268
777,-0.02588400812111498
778,-0.025892259987356822
779,-0.028778132490855618
780,-0.03166855565423437
781,-0.025922956021458915
782,-0.023049763199667124
783,-0.02017376854092629
784,-0.014412642173901612
785,-0.014414046820486415
786,-0.011532213203929793
787,-0.014416349399283837
788,-0.014417752866416826
789,-0.011535177059115474
790,-0.008652105936186327
791,-0.005768149504835263
792,0.0
793,-0.0028841196187465432
794,0.0
795,-0.0028841308347568595
796,-0.005768284101248399
797,-0.002884186913521653
798,-0.005768396257348192
799,-0.0028842429887119547
800,-0.0028842542031494913
801,0.0
802,0.001996091854583144
803,0.004880474802127379
804,0.007764921310651528
805,0.007765400998833964
806,0.010650614908948499
807,0.016421101999729498
808,0.025079408282396506
809,0.03663380954293736
810,0.049214270259590354
811,0.05506410688357928
812,0.05515425740893922
813,0.05234229367597101
814,0.049515831884267364
815,0.0437663406419658
816,0.0369688308749399
817,0.028258080261891343
818,0.0166172221398085
819,0.004965234059591418
820,-0.005827490878923498
821,-0.01456913029454647
822,-0.017484357140554498
823,-0.014572432924731229
824,-0.017488318931330064
825,-0.014575732881622309
826,-0.011661518342743635
827,-0.014577949247095332
828,-0.011663290823290151
829,-0.005831991112443329
830,-0.008748302905356897
831,-0.00874859453147838
832,-0.01166493264501172
833,-0.014582216271428649
834,-0.01750005489580302
835,-0.017502385924178975
836,-0.017504715835001593
837,-0.014589390598673082
838,-0.01167244074067723
839,-0.014591599510561147
840,-0.017511310887453155
841,-0.020432762745297293
842,-0.017516800487009897
843,-0.017519123474453273
844,-0.011680963562741734
845,-0.008761425301107904
846,-0.008761715351557581
847,-0.005841212298855787
848,-0.011682596427063555
849,-0.011683283707677542
850,-0.011683970841102988
851,-0.008763680325028972
852,-0.005842522095392337
853,-0.0029213039699616684
854,0.0
855,0.004985690089889065
856,0.010828718994150787
857,0.019594159463519827
858,0.0312870065072158
859,0.04007303139996778
860,0.04699406117965271
861,0.04704775600718136
862,0.05003193233999956
863,0.050095110117849645
864,0.04722070921550654
865,0.0403383736549454
866,0.034483094542271414
867,0.019778839848900824
868,0.008001420436386858
869,-0.0029455429274107625
870,-0.008836848498085845
871,-0.014728423179300223
872,-0.02062153687980443
873,-0.020625102502018076
874,-0.026522516308623754
875,-0.026530084236066166
876,-0.029486061067073514
877,-0.02949641879283887
878,-0.026556274766521178
879,-0.023612102973059435
880,-0.020665401198662482
881,-0.017716069721501256
882,-0.020671532874271075
883,-0.017721321803666125
884,-0.020677657281016105
885,-0.017726567655701464
886,-0.01477417861590892
887,-0.008865353208797836
888,-0.005910294219893629
889,0.0
890,0.0
891,0.0
892,0.0021271966633010994
893,0.0021272389713215666
894,0.0021272812798006063
895,0.005082617623057373
896,0.00212745476857115
897,0.0
898,0.002127497079388838
899,0.0
900,0.0
901,-0.002955298895162688
902,-0.005910618319248214
903,-0.005910700433790406
904,0.0
905,0.0050831561905374046
906,0.016905212216420273
907,0.02873134681246922
908,0.03465644353920206
909,0.03763548795844834
910,0.04061954490213743
911,0.0446841157011431
912,0.05065625795836831
913,0.047749971091539126
914,0.04482981046784823
915,0.03486978161255126
916,0.02299002502256194
917,0.01406928723249401
918,0.005143589761750602
919,0.0
920,-0.00297586259634467
921,-0.00892780816366287
922,-0.011903849312667015
923,-0.011904487488403361
924,-0.01190512551747724
925,-0.008929513042134357
926,-0.0059530610707828465
927,-0.008929901666667852
928,-0.011906640229532486
929,-0.014884287721018226
930,-0.02083966951980357
931,-0.023820450080424632
932,-0.02680392732754474
933,-0.023831984586424517
934,-0.020857624870392954
935,-0.023840955809438524
936,-0.02384603056730504
937,-0.02385110063464133
938,-0.02385616601210322
939,-0.020878764252624554
940,-0.014915877027608515
941,-0.008950342718858025
942,-0.005966945421895362
943,-0.0029835121634579744
944,-0.0029835220260136185
945,-0.002983531888426284
946,0.0
947,0.0021810489906231682
948,0.0
949,0.0
950,-0.002983554182196535
951,-0.005967128088286035
952,-0.00298360349135704
953,0.0
954,0.0021811938931095474
955,0.0051649323508587185
956,0.014116056888773423
957,0.01411772427388994
958,0.020087803747473904
959,0.02904630530023619
960,0.03721508827535247
961,0.048098296498104
962,0.048148202481247564
963,0.048197928976886587
964,0.04115129980773025
965,0.032187503999189425
966,0.026204111922543127
967,0.017213111363308952
968,0.011215422695573529
969,0.005215514579556329
970,-0.0030003975825528073
971,-0.012001628791054833
972,-0.01800336623316726
973,-0.027008355952246904
974,-0.03001685331502562
975,-0.03302928656664315
976,-0.030038043691120446
977,-0.030047608376642977
978,-0.036068590607246515
979,-0.03909119607261589
980,-0.03911210068036853
981,-0.042146143632654745
982,-0.036145884794393277
983,-0.0331488734308084
984,-0.02713209862753682
985,-0.018092506732886145
986,-0.012063023441378828
987,-0.006031812065638685
988,0.0
989,0.0022423022626167225
990,0.008274257281834983
991,0.008274700839770784
992,0.008275144360744594
993,0.014308078499139714
994,0.017326384661600063
995,0.020345680544403368
996,0.02034967653465105
997,0.02035367000050179
998,0.017339521461535817
999,0.011304749586817469
1000,0.008286596309720656
1001,0.014324953927366942
1002,0.014326560879318218
1003,0.01734782769581193
1004,0.013561888504004492
1005,0.01054390057154711
1006,0.010545302560115244
1007,0.0075263170458321985
1008,0.010547577001948152
1009,0.014336718259223839
1010,0.0173595121725501
1011,0.020383286441795104
1012,0.020387258597975765
1013,0.020391228226568386
1014,0.02039519532725316
1015,0.02039915989971379
1016,0.02040312194363748
1017,0.02040708145871495
1018,0.017386476225484178
1019,0.014363764920953382
1020,0.010578515776997064
1021,0.008315502740536572
1022,0.00831594281961525
1023,0.004529821568789152
1024,0.0
1025,-0.006051569087546881
1026,-0.015129301044703275
1027,-0.0242084184945739
1028,-0.030266430047194332
1029,-0.03330340942883697
1030,-0.03634414866817162
1031,-0.039389060716210456
1032,-0.04016772178688326
1033,-0.042464431494177154
1034,-0.04324200965687881
1035,-0.03643846165355967
1036,-0.027340793460198534
1037,-0.020878522951422097
1038,-0.011764083410676127
1039,-0.005686554865159999
1040,0.0015349821850675202
1041,0.0015350722598632311
1042,0.004574109555464414
1043,0.004574460544143115
1044,0.004574811545065705
1045,0.00761440042221444
1046,0.010654361406621547
1047,0.00761638383187304
1048,0.013696362265847072
1049,0.013698641633349249
1050,0.016740802561512218
1051,0.02282518657587312
1052,0.019791340499837752
1053,0.019796392960598215
1054,0.01675915274712623
1055,0.010677692084336955
1056,0.010679081545892534
1057,0.010680470871359787
1058,0.0076389418939532055
1059,0.010682728736162658
1060,0.007640923046413564
1061,0.004598245584377399
1062,0.004598597407125581
1063,0.004598949241913071
1064,0.010686329281373572
1065,0.013731601018654354
1066,0.016777630706150386
1067,0.016781100191963886
1068,0.013740066983477527
1069,0.007652295687720016
1070,0.004607926161451123
1071,0.0015632421216169516
1072,-0.0026339569706718344
1073,-0.00872425211291201
1074,-0.011769765461629696
1075,-0.014815402922950754
1076,-0.02699772995842749
1077,-0.03309452248926169
1078,-0.040351501404099384
1079,-0.0434168728909629
1080,-0.04343943959729094
1081,-0.043461932889126545
1082,-0.039274303961883514
1083,-0.04044828175569055
1084,-0.03624850513083716
1085,-0.027089798382912627
1086,-0.024036943777962547
1087,-0.014865898065560854
1088,-0.008750156053943744
1089,0.001585366676798676
1090,0.01076021704821724
1091,0.017614789258211336
1092,0.023734859359820615
1093,0.026799510077908144
1094,0.023747152330436908
1095,0.020691682533850037
1096,0.017634466057165284
1097,0.017636947140803903
1098,0.02376315032688685
1099,0.029893493498493406
1100,0.02990363650515593
1101,0.029913764816155576
1102,0.029923878434365205
1103,0.02993397736272737
1104,0.02687686407615969
1105,0.023816810070793816
1106,0.020753677496066807
1107,0.01768882594525374
1108,0.00541471355382446
1109,0.0
1110,-0.006138307322937369
1111,-0.00920776006925074
1112,-0.009207991047047458
1113,-0.012277367404789899
1114,-0.009208632482493392
1115,-0.006139111255108108
1116,0.0
1117,0.005416105195519176
1118,0.02031426051918477
1119,0.02952630167878617
1120,0.03567462914340991
1121,0.035686928366720966
1122,0.029553355658623298
1123,0.026486572972786643
1124,0.017268613465550597
1125,0.00804643834856241
1126,-0.0054290344418808974
1127,-0.011578504777463947
1128,-0.02080338446529684
1129,-0.03382727470804452
1130,-0.039989775143106004
1131,-0.050422025383434474
1132,-0.050461554686549656
1133,-0.047419609249335234
1134,-0.04745219744013848
1135,-0.039644704262375235
1136,-0.04084839059747482
1137,-0.03967471079962683
1138,-0.03041759713171041
1139,-0.02733299970876111
1140,-0.01806363568804474
1141,-0.009498190697056761
1142,-0.003315788715064947
1143,0.004058860764079637
1144,0.01024250129115438
1145,0.016428089021033317
1146,0.022616832303848776
1147,0.028810366028325964
1148,0.03191946384494692
1149,0.03193759956718883
1150,0.028858760852018307
1151,0.028873123655758802
1152,0.035083850755074086
1153,0.03200732506411876
1154,0.03512532280610517
1155,0.03514759061355052
1156,0.03206718937534089
1157,0.028980058404069586
1158,0.016574986391221708
1159,0.011052892713647377
1160,0.004843320008603454
1161,0.0017382510402255396
1162,-0.005683830221795872
1163,-0.011895001676229875
1164,-0.018106604585989748
1165,-0.021740712852502717
1166,-0.024849419941294946
1167,-0.024853489191071904
1168,-0.02106759515073014
1169,-0.014855872350939344
1170,-0.005533877582578382
1171,0.002576614262431818
1172,0.0056846683357504
1173,0.006366584466242465
1174,0.003259242741174767
1175,-0.0003791379711758705
1176,-0.0034871168560254235
1177,-0.005913859221589388
1178,-0.008342532977787812
1179,-0.013882338009707413
1180,-0.013215622296876988
1181,-0.012550737338507381
1182,-0.018109432351176725
1183,-0.015703028754418327
1184,-0.020180046356165104
1185,-0.020870448806596244
1186,-0.01777347840646345
1187,-0.0184537547817324
1188,-0.0097901311339228
1189,-0.014236961087526253
1190,-0.018122248751363316
1191,-0.01633910538981722
1192,-0.017671856081797888
1193,-0.004555400854549138
1194,0.006008980820767947
1195,0.017800667198580623
1196,0.033387269041691536
1197,0.038992798684570326
1198,0.042169051231110435
1199,0.04658834568672958
1200,0.047320970282042976
1201,0.04803864327373322
1202,0.04874060458898315
1203,0.04129120669660059
1204,0.03819482552312019
1205,0.03195964900499533
1206,0.0288463894102202
1207,0.026972457235474978
1208,0.024466309814288933
1209,0.018198168259886124
1210,0.01756236533834419
1211,0.008152645589871613
1212,0.001878628873920885
1213,-0.0025167348794304487
1214,-0.011307584768480861
1215,-0.007551860325795415
1216,-0.01069043021957522
1217,-0.014449117349679252
1218,-0.017588666072411593
